,phrase,target
1349,terms conditions stock option scheme available group website,neutral
1350,rockwell collins provider flight deck cabin information management solutions business aircraft operators,neutral
1351,group net sales stood eur million employees,neutral
1352,rme telcontar enables handset calculate best route includes support user defined routes feature navigability multi modal routing via foot ferry,neutral
1353,operating profit net sales three month period increased respectively eur eur m compared corresponding quarter,positive
1354,company scheduled traffic measured revenue passenger kilometres rpk grew nearly passengers carried scheduled flights february,positive
1355,pretax profit rose eur mn eur mn,positive
1356,adp news nov finnish electronic measurement products solutions maker vaisala oyj omx vaias said today net profit rose eur million usd first nine months eur,positive
1357,ramirent net sales second quarterended june euro million u s million percent increase compared euro million thesecond quarter last year,positive
1358,citigroup inc nyse c announced global transaction services gts business awarded new mandate finland based pohjola bank group,positive
1359,australian company mirabela nickel awarded outokumpu technology contract grinding technology nickel sulfide project bahia state brazil,positive
1360,vaahto pulp paper finnish vaahto group awarded order renovate finnish swedish forest industry company stora enso paperboard machine ingerois board mill finland,positive
1361,rationalization operations seeks achieve eur million yearly savings second quarter current financial year,positive
1362,bank sees potential getinge share rise,positive
1363,revenue grew percent x ac million million x ac million,positive
1364,scania morgan stanley lifted share target swedish heavy duty truck bus maker scania ab crowns euro crowns euro,positive
1365,thus method cut working costs fasten planning building processes,positive
1366,operating income rose eur mn eur mn,positive
1367,danske bank a s danske dc jumped percent kroner rebounding yesterday percent slide,positive
1368,december alone members lithuanian brewers association sold total million liters beer increase percent sales million liters december,positive
1369,adp news finnish handling systems provider cargotec oyj hel cgcbv announced friday orders worth eur million usd deliver linkspans jordan morocco ireland,positive
1370,board directors propose dividend eur per share eur per share paid,positive
1371,adp news sep finnish security privacy software solutions developer stonesoft oyj said today usd million eur order deliver stonegate network security products unnamed russian,positive
1372,operating profit improved er mn eur mn,positive
1373,kalnapilio tauro grupe kalnapilis tauras group owned denmark royal unibrew raised market share percent percent beer sales seven months jumped percent million liters,positive
1374,operating profit rose eur mn eur mn corresponding period,positive
1375,finnish construction group lemminkainen oyj hel lem s said today contract provide technical services nevsky centre shopping mall opened november st petersburg russia,positive
1376,first nine months talvivaara net loss narrowed eur million eur million period,positive
1377,clothing chain sepp l net sales increased eur mn,positive
1378,finnish outokumpu technology awarded several new grinding technology contracts,positive
1379,investments operational changes enable additional optimisation working hours thereby cost savings,positive
1380,however sales volumes food industry expected remain relatively good levels finland scandinavia atria said,positive
1381,net sales operating profit record high company history,positive
1382,recommendable nokian z g according adac judgement latest summer tyre test german automobile association adac,positive
1383,operating profit totalled eur mn loss eur mn second quarter,positive
1384,finnish software developer done solutions oyj said net profit increased mln euro mln mln euro mln,positive
1385,markets expecting poor performance company stock percent x ac us early afternoon trading helsinki,positive
1386,net sales revenue per passenger expected increase,positive
1387,transactions would increase earnings per share first quarter eur,positive
1388,operating profit eur mn compared loss eur mn corresponding period,positive
1389,diluted earnings per share eps rose eur versus eur,positive
1390,key shareholders finnish services provider tietoenator oyj friday rejected hostile eur billion billion offer buyout shop nordic capital giving new life possible counter offer blackstone group lp norwegian telecom telenor asa,positive
1391,last quarter componenta net sales doubled eur m eur m period year earlier moved zero pre tax profit pre tax loss eur m,positive
1392,major breweries increased domestic beer sales per cent last year million litres million litres,positive
1393,sweden operating profit period review totaled eur mn corresponding period,positive
1394,according viking line managing director nils erik eklund company board directors satisfied viking line performance,positive
1395,would increase estimated sales million last year,positive
1396,sanoma magazines finland net sales grew eur mn eur mn,positive
1397,london afx shares rautaruukki corp upgraded hold sell abn amro price target raised eur said dealers,positive
1398,vessel order help aspo secure long term competitiveness fleet terms technology pricing,positive
1399,net sales surged eur teleste said eur sales came acquisitions made,positive
1400,global sports equipment maker amer sports corp whose brands include atomic salomon wilson saw percent increase third quarter net profit euro million million strong sales cost cuts,positive
1401,estimates operating profit improve third quarter,positive
1402,previously eb delivered custom solution lg electronics making commercially available mobile terminal vendors well wireless operators,positive
1403,finnish department store chain stockmann oyj abp net profit rose mln euro mln first nine months mln euro mln period,positive
1404,finnish high technology provider vaahto group reports net sales eur mn accounting period september february increase year earlier,positive
1405,cash flow operations totalled eur mn compared negative eur mn second quarter,positive
1406,major order india comptel corporation received significant long term order mediation provisioning solutions used leading operator india,positive
1407,operating profit excluding non recurring items increased eur mn eur mn corresponding period,positive
1408,standardised services met positive reception among customers well itella,positive
1409,finnish investment group panostaja oyj said net profit went mln euro mln fiscal ended october mln euro mln period fiscal,positive
1410,also turned earnings per share eps eur versus loss per share eur,positive
1411,revenue july september grew percent euro billion finnish company said thursday,positive
1412,net income life insurance rose eur mn eur mn net income non life insurance eur mn eur mn,positive
1413,arvo vuorenmaa loviisa plant general manager said application new licence standard procedure quite confident approval granted,positive
1414,january september group net interest income increased eur mn eur mn january september,positive
1415,however proportion paid standing orders grew,positive
1416,company market share continued increase,positive
1417,raute posted net profit mln euro mln third quarter compared net loss euro corresponding period,positive
1418,finlan listed food industry company hkscan group controlled companies baltics improved revenues eur mn eur mn eur mn year,positive
1419,lithuania operating profit rose eur eur corresponding period,positive
1420,megafon subscriber base increased million users december market share number customers amounted late late according teliasonera estimates,positive
1421,reporting period biotie north american licensing partner somaxon pharmaceuticals announced positive results nalmefene pilot phase clinical trial smoking cessation,positive
1422,operating profit kauppalehti group rose eur mn eur mn marketplaces eur mn eur mn third quarter,positive
1423,sales improved sek mn compared sek mn,positive
1424,company net profit rose year million euros sales million euros year company said earlier,positive
1425,last year net sales rose eur million eur million,positive
1426,fair value investment properties totaled eur mn eur mn,positive
1427,finnish financial group aktia reports operating profit eur mn january september eur mn corresponding period,positive
1428,svyturys utenos alus controlled nordic group baltic beverages holding bbh posted percent growth beer sales january september million liters,positive
1429,order intake grew year on year year on year respectively eur million eur billion respective january september july september periods,positive
1430,operating profit three month period increased eur revenue increased eur compared corresponding period,positive
1431,adp news feb finnish management software solutions provider ixonos oyj hel xns v said today net profit rose eur million usd eur million,positive
1432,pretax profit group life insurance business increased eur m eur m,positive
1433,agreement strengthens long term partnership nokia siemens networks,positive
1434,pleased efforts negotiating teams look forward productive four years ahead,positive
1435,operating result including non recurring items rose eur mn loss eur mn,positive
1436,pretax profit totalled eur mn compared loss eur mn fourth quarter,positive
1437,adp news oct finnish lifting equipment maker konecranes oyj omx kcr v said today net profit rose eur million usd first nine months eur million,positive
1438,clothing retail chain sepp l sales increased eur mn operating profit rose eur mn eur mn,positive
1439,earnings per share quarter also higher year on year eur versus market expectations eur,positive
1440,world second largest stainless steel maker said net profit three month period dec surged euro million us million euro us per share euro million euro per share previous year,positive
1441,operating profit totalled eur mn operating loss eur mn year on year,positive
1442,operating profit rose eur mn eur corresponding period,positive
1443,sales security system packaging increased slightly,positive
1444,sports equipment sales also progressed well owing prolonged winter season,positive
1445,metsaliitto however narrowed net loss second quarter mln euro mln mln euro mln year ago,positive
1446,end number outlets rise,positive
1447,helsinki eliiv today reported eps eur increase eps eur,positive
1448,earnings per share eps rose eur eur,positive
1449,excluding non recurring items pre tax profit surged eur m,positive
1450,finnish bank land reports operating profit rose eur mn second quarter eur mn corresponding period,positive
1451,cost savings rise mln eur year oko said,positive
1452,nevertheless market share rose percent percent year earlier,positive
1453,sale result gain eur million second quarter oriola kd supports finnish company strategy focus pharmaceutical wholesale retail operations,positive
1454,finnish pulp paper machinery maker vaahto group oyj swung mln euro mln net profit fiscal ended august euro net loss fiscal,positive
1455,operating profit eur mn loss eur mn year earlier,positive
1456,earnings per share quarter came eur eur quarter year earlier,positive
1457,deal likely bring savings eur mn mn,positive
1458,growth net sales continued favourably middle east africaand asia pacific,positive
1459,acquisition considerably increase kemira sales market position russian metal industry coatings market,positive
1460,net sales surged eur million,positive
1461,disposal autotank also strengthen aspo capital structure commented gustav nyberg ceo aspo,positive
1462,finnish kci konecranes awarded order four hot metal ladle cranes indian steel producer bhushan steel strips delivered,positive
1463,six breweries recorded percent growth domestic beer sales last year million liters million liters sold,positive
1464,demand sports equipment good,positive
1465,company order book stood bln euro bln september pct year international orders amounting mln euro mln,positive
1466,may finnish liquid handling products diagnostic test systems maker biohit oyj hel biobv said today may net loss narrowed eur usd first quarter eur period,positive
1467,sales rose pct mln eur back strong volume favourable currency effects,positive
1468,succeeded increasing market share sold apartment comments mr kari kauniskangas head yit international construction services,positive
1469,financial impact estimated annual improvement eur division results fiscal year,positive
1470,ebit totalled eur mn compared loss eur mn corresponding period,positive
1471,market share widened percent percent year earlier,positive
1472,ebitda year improved eur m compared eur m,positive
1473,helsinki afx shares closed higher led nokia announced plans team sanyo manufacture g handsets nokian tyres fourth quarter earnings report beat analysts expectations dealers said,positive
1474,progress group qpr representative saudi arabia north africa signed framework agreement long term strategic relationship ise,positive
1475,operating profit rose eur million,positive
1476,september finnish stationery gift retailer tiimari hel tii v said today net sales rose year on year eur august driven growth finland demand baltics remained weak,positive
1477,turnover rose eur m eur m,positive
1478,operating profit totalled eur mn eur mn year on year,positive
1479,company make marketing sales investments initiated even efficient,positive
1480,second quarter company net profit eur compared net loss eur april june,positive
1481,pretax profit jumped eur million eur million,positive
1482,basware corporation stock exchange release august basware signed large deal international industrial group basware deliver invoice automation solution connectivity services international industrial group,positive
1483,advertising circulation revenues grew respectively,positive
1484,helsinki based company also owns salomon atomic suunto brands said net profit rose percent three months dec x ac million us million x ac million year earlier,positive
1485,nordea group operating profit increased percent year on year billion euros total revenue percent billion euros,positive
1486,eps improved eur eur,positive
1487,finnish lifting equipment maker konecranes oyj said july net profit rose mln euro mln first half mln euro mln period,positive
1488,capman partner able develop business continue focus providing quality restaurant services customers says christopher wynne ceo papa john russia,positive
1489,revenue grew percent x ac billion us billion,positive
1490,rapala said estimates make savings mln eur year centralising french operations one site,positive
1491,kone net sales rose year on year first nine months,positive
1492,total delivery volume paper businesses tonnes tonnes,positive
1493,financing arrangements enable company ensure line treasury policy sufficient financial instruments disposal potential capital requirements,positive
1494,helsinki afx nokian tyres reported fourth quarter pretax profit mln eur mln back strong sales,positive
1495,refining margin year bbl compared bbl prior year,positive
1496,third quarter net sales increased year on year eur million comparable currency rates growth,positive
1497,shares standard chartered stan rose ftse royal bank scotland rbs shares rose barclays shares barc bcs,positive
1498,turnover surged eur eur due increasing service demand especially third quarter overall growth business,positive
1499,net sales increased eur m april june eur m year earlier,positive
1500,reporting period net sales rose year on year eur due business acquisitions realized first half effect eur review period,positive
1501,operating profit net sales nine month period increased respectively compared corresponding period,positive
1502,viking line manages well current ferries,positive
1503,financial report published friday seb said net profit soared sek bn year earlier sek bn proposed dividend increase sek per share,positive
1504,manavigator september kemira unveils indian jv ivrcl finnish chemicals group kemira hel kra v tuesday announced inked deal form joint venture india local construction firm ivrcl infrastructure projects ltd bom,positive
1505,fiskars brands report net sales eur mn eur mn,positive
1506,net interest income eur mn eur mn,positive
1507,finland national carrier finnair plc carried record million passengers increase percent previous year airline reported tuesday,positive
1508,january september finnlines net sales rose eur mn eur mn corresponding period,positive
1509,however biohit estimates total net sales continue grow favourable trends net sales lead profit,positive
1510,finnish suominen corporation specialises wet wipes nonwovens flexible packaging reports net sales eur mn second quarter eur mn second quarter,positive
1511,eps quarter came eur eur year ago ahead forecast eur,positive
1512,first nine months company net loss narrowed eur eur corresponding period,positive
1513,operating profit rose eur mn eur mn corresponding period,positive
1514,third quarter net sales increased year on year eur comparable currency rates growth,positive
1515,finnish talentum reports operating profit increased eur mn eur mn net sales totaled eur mn eur mn,positive
1516,fourth quarter net sales increased eur mn eur mn fourth quarter,positive
1517,incap contract manufacturing services private limited inked agreements six new customers india,positive
1518,company expects net sales significantly increase,positive
1519,profit period eur mn eur mn,positive
1520,lithuanian beer market made million liters january rise percent year earlier figure lithuanian brewers association reporting citing results members,positive
1521,helsinki afx kci konecranes said order four hot metal ladle cranes indian steel producer bhushan steel strips ltd,positive
1522,construction volumes meanwhile grow rate percent annually,positive
1523,revenues time grew percent million euros,positive
1524,operating profit increased eur mn eur mn,positive
1525,equity ratio compared third quarter net sales frozen foods business totaled eur third quarter,positive
1526,finnish forest machinery manufacturer ponsse net sales grew eur mn first quarter eur mn corresponding period,positive
1527,finnish elevators escalators maker kone corporation said tuesday march received major order sir robert mcalpine supply elevators escalators watermark place project city london,positive
1528,finnish security privacy software solutions developer stonesoft oyj said january preliminary sales stonegate products grew pct year on year mln euro mln fourth quarter,positive
1529,earnings per share january june eur increase year on year eur,positive
1530,company turned earnings per share eps eur versus loss per share eur,positive
1531,uponor made operating profit eur mn eur mn made record year,positive
1532,circulation revenue increased finland sweden,positive
1533,operating profit rose mln eur mln,positive
1534,january ephc board directors approved increase quarterly dividend per share,positive
1535,lithuanian beer makers sold million liters beer rise per cent year earlier figure million liters,positive
1536,sales latin america increased eur mn total mn mobile devices sold area representing increase corresponding period,positive
1537,finnish energy company fortum oyj said november granted environmental permit build biofuel fired combined heat power chp plant vartan harbor eastern stockholm,positive
1538,turun kaupunkin finland based company awarded contract lemminkainen talotekniikka oy electrical installation work,positive
1539,actions expected deliver annual cost savings eur m,positive
1540,operating profit totalled eur mn eur mn representing net sales,positive
1541,stock rose second day wednesday bringing two day rise gbx,positive
1542,ragutis based lithuania second largest city kaunas boosted sales last year per cent million liters,positive
1543,adp news oct finnish consulting engineering company poyry oyj omx poy v said today awarded eur million usd extension existing consultancy engineering contract venezue,positive
1544,exports grew percent million liters,positive
1545,uponor improved performance spite decrease residential construction us,positive
1546,earnings per share eps eur loss eur,positive
1547,finnish office supplies computer accessories dealer beltton group plc said net profit rose mln euro mln mln euro mln,positive
1548,operating profit net sales month period increased respectively eur eur compared financial year,positive
1549,orion pharma operating profit increased,positive
1550,cash flow operations totalled eur mn compared negative eur mn corresponding period,positive
1551,profit period eur mn compared eur mn,positive
1552,operating profit totaled eur mn slightly eur mn corresponding period,positive
1553,combined activities create value shareholders good employees customers,positive
1554,finnish flexible packaging manufacturer suominen corporation reports net sales eur mn first quarter compared eur mn year earlier,positive
1555,finnish bore owned rettig family grown recently acquisition smaller shipping companies,positive
1556,brokerage said seen true turning point european steel base prices better pricing seen carrying second quarter,positive
1557,department store division reported increase sales per cent,positive
1558,finnish telecoms software developer tecnomen oyj said december mln mln euro order supply expansion charging messaging systems mobile fixed networks brasil telecom,positive
1559,upm deliveries increased third quarter percent efficiency operations improved chief executive jussi pesonen said,positive
1560,net sales vegetable oil business rose eur mn eur mn,positive
1561,satama net profit third quarter rose euro euro period,positive
1562,company anticipates turnover whole surpass previous year eur million,positive
1563,time profit company increased h reached ls,positive
1564,theodosopoulos said tellabs could value nokia siemens nortel given leading supply status verizon along high growth products,positive
1565,january finnish solutions provider affecto oyj hel afe v said today eur usd contract state owned lithuanian social insurance institution sodra,positive
1566,suominen corporation estimates cost cutting program started autumn higher sales prices expected growth volume wet wipes make company operations profitable,positive
1567,second quarter raute net loss narrowed eur eur million period,positive
1568,return investment compared negative,positive
1569,company operating income ebit totalled eur mn eur mn year on year,positive
1570,also strengthen ruukki offshore business,positive
1571,kesko agro eesti retailer wholesaler grain agricultural warehousing machinery accessories net sales million euros increase one tenth preceding year,positive
1572,chain posted sales million euros full rise percent year on year,positive
1573,company recorded revenues e million fiscal year ended december increase,positive
1574,operating profit surged eur m eur,positive
1575,february finnish media company sanoma oyj hel saa v said yesterday net profit almost tripled eur eur announced proposal raised payout,positive
1576,finnish aktia group operating profit rose eur mn first quarter eur mn first quarter,positive
1577,previously company anticipated operating profit improve period,positive
1578,skf april alandsbanken given buy recommendation swedish industrial company skf ab sto skf b share price target sek,positive
1579,bilfinger investors cheered agreement pushing shares euro euro afternoon trade,positive
1580,profit period totaled eur mn eur mn corresponding period,positive
1581,pre tax loss totaled eur mn compared loss eur mn first quarter,positive
1582,december finnish german telecoms equipment maker nokia siemens networks said today contract upgrade radio network home based telecommunications company elisa oyj hel eli v,positive
1583,fiskars year old global business best known orange handled scissors expects derive synergies eur million year consolidating certain parts housewares division two compete,positive
1584,separating side businesses able faster expand develop tapro retail network,positive
1585,february finnish textile clothing company marimekko oyj hel mmo v said today preliminary operating profit grew eur eur,positive
1586,finnish consumer packaging manufacturer huhtamaki oyj said swung net profit mln euro mln first nine months net loss mln euro mln period,positive
1587,operating profit grain trading increased eur mn eur mn,positive
1588,diluted earnings per share eps rose eur eur,positive
1589,third quarter net sales increased eur mn operating profit eur mn,positive
1590,adp news nov finnish printed circuit board pcb maker aspocomp group oyj omx acg v said today net loss narrowed eur million usd first nine months eur,positive
1591,net sales however increase,positive
1592,affecto expects net sales whole increase level reached eur million,positive
1593,october december sales mln eur pct increase year year,positive
1594,operating profit net sales six month period increased respectively eur eur compared corresponding period,positive
1595,passenger volumes rose accounting period,positive
1596,ruukki delivery volumes selling prices showed favourable development company comparable net sales grew year on year eur m ceo sakari tamminen said,positive
1597,cargotec germany gmbh awarded contract stadtverwaltung mainz chassis bodies open procedure,positive
1598,operating profit eur mn eur mn,positive
1599,operating profit margin increased,positive
1600,talentum expects net sales core business increase compared,positive
1601,return equity stood compared third quarter,positive
1602,marimekko group full year net sales estimated increase,positive
1603,result company currently anticipates net sales increase operating result positive,positive
1604,finnish broadband data communication systems provider teleste oyj hel tlt v said yesterday returned net profit eur million usd first nine months versus net loss eur period,positive
1605,however broker gave outperform recommendation stock,positive
1606,transaction positive impact around eur m earnings ruukki recognize fourth quarter year,positive
1607,finnish vacon signed significant deals norwegian scandinavian electric systems ses supply ac drives,positive
1608,eps grew eur eur,positive
1609,operating profit nine month period increased eur net sales increased eur compared corresponding period,positive
1610,finnish sampo bank danish danske bank group reports profit taxes eur mn eur mn,positive
1611,company net profit amounted ee mn,positive
1612,q april finnish forest machinery equipment maker ponsse oyj hel pon v said today expects swing net profit eur first quarter eur loss year earlier,positive
1613,performance second half exceeded expectations,positive
1614,according atria president ceo matti tikkakoski company swedish operations significantly improved first quarter,positive
1615,consolidated operating profit excluding one off items eur mn eur mn year earlier,positive
1616,pretax profit group life insurance business increased eur million eur million,positive
1617,net sales increased eur eur pretax profit rose eur eur usd,positive
1618,eur q may finnish textile clothing design company marimekko oyj hel mmo v said today net profit rose eur first quarter eur corresponding period year earlier,positive
1619,production capacity increase tonnes per year raw material continue recycled paper board,positive
1620,fiskars cash flow operating activities amounted eur m eur m previous year,positive
1621,adp news oct finnish food company raisio oyj omx raivv said today net profit jumped eur million usd first nine months eur million period,positive
1622,nokia multimedia net sales totaled eur bn corresponding period,positive
1623,nokia pct eur kicking morning negative territory,positive
1624,net sales grew period x ac million us million x ac million,positive
1625,sales increased due growing market rates increased operations,positive
1626,significant milestone benefon helping us secure critical usp personal navigation product roadmap beyond commented simon button chief technology officer benefon,positive
1627,shares nokia corp rose thursday cell phone maker said third quarter earnings almost doubled share global handset market increased,positive
1628,outotec oyj press release february outotec two large minerals processing technology orders mirabela mineracao brasil ltda brazil cumerio med jsco bulgaria,positive
1629,tiimari latvian representative ineta zaharova said company earned lvl profit times,positive
1630,finnish steel maker rautaruukki oyj ruukki said july mln euro mln contract supply install steel superstructures partihallsforbindelsen bridge project gothenburg western sweden,positive
1631,cash flow operations rose eur mn eur mn,positive
1632,last quarter best quarter net sales operating margin rose,positive
1633,ruukki order book end year on year quarter on quarter,positive
1634,profit period eur mn eur mn,positive
1635,foundries division reports sales increased eur mn eur mn corresponding period sales machine shop division increased eur mn eur mn corresponding period,positive
1636,acquisition immediate positive impact aspocomp financial result,positive
1637,operating profit improved eur mn eur mn,positive
1638,policy also aimed making companies profitable competitive,positive
1639,profit per share eur eur,positive
1640,finnish construction company yit oyj said november mln euro mln contract construct new office building local property company tapiola real estate oy,positive
1641,return capital employed rose percentage points,positive
1642,resulted improved sales figures sweden,positive
1643,thanks multiplying effect wagon performance transport much efficient says development manager juha malkia vr cargo,positive
1644,adp news feb finnish printed circuit board pcb maker aspocomp group oyj hel acg v said today swung net profit eur usd versus net loss eur millio,positive
1645,department store sales improved eur mn,positive
1646,extremely delighted project continuation cooperation viking line,positive
1647,net sales finnish food industry company l nnen tehtaat continuing operations increased eur mn eur mn,positive
1648,diluted eps rose eur eur,positive
1649,february finnish broadband data communication systems provider teleste oyj hel tlt v saw net profit jump eur last quarter eur period,positive
1650,october finnish fishing tackle company rapala vmc corp hel rap v said today net profit rose eur first nine months eur period year earlier,positive
1651,also said third quarter diluted eps came eur compared eur quarter year ago,positive
1652,adp news dec finnish construction engineering company outotec oyj omx ote v said today eur million usd order expand phosphate concentrator siilinjarvi norwegian miner,positive
1653,october finnish metal products company componenta oyj hel cth v said yesterday net loss narrowed eur m first nine months eur period,positive
1654,operating profit improved eur mn eur mn,positive
1655,august october company result taxes totalled eur mn eur mn corresponding period,positive
1656,china based operation enable us fully leverage resources expertise wireless solutions also strengthen capability offer industry leading products customers china,positive
1657,finnish kci konecranes raised net sales growth estimate,positive
1658,stock rose third day tuesday bringing three day rise gbx,positive
1659,second quarter group pretax loss narrowed eur eur,positive
1660,company moved operating profit eur versus operating loss eur also turned eps eur versus loss per share eur,positive
1661,february finnish broadband data communication systems provider teleste oyj hel tlt v said yesterday net profit rocketed eur eur lifted dividend proposal,positive
1662,sales expected increase end year however,positive
1663,quarterly diluted eps continuing operations came eur compared last year eur,positive
1664,company makes garden tools scissors consumer goods said earnings boosted mln eur income received pct shareholding finnish engineering group wartsila,positive
1665,svyturys utenos alus controlled nordic group baltic beverages holding bbh posted per cent growth beer sales january may million litres,positive
1666,profitability ebit compared previous year period,positive
1667,company reports loss period eur mn compared loss eur mn corresponding period,positive
1668,financial impact estimated meur annual improvement division result starting fiscal year,positive
1669,measures expected produce annual cost savings eur million starting,positive
1670,however sales returned growth april june ceo pekka eloholma said,positive
1671,cargo volume increased approximately,positive
1672,operating profit rose eur mn eur mn corresponding period,positive
1673,example net sales increased first quarter ebitda increased negative eur mn first quarter,positive
1674,systeemitiimi sales project resources also strengthened director paul skogberg said,positive
1675,investors continue interested company share although quite cheap affarsvarlden said,positive
1676,operating profit turnover three month period increased respectively eur eur compared corresponding period,positive
1677,operating profit asian plants grew markedly,positive
1678,operating profit net sales three month period increased respectively eur eur compared corresponding period,positive
1679,finnish oko bank signed cooperation agreement raiffeisen concerning finnish companies investments russia,positive
1680,ebit margin,positive
1681,pre tax profit totaled eur mn eur mn,positive
1682,finnish financial group aktia operating profit increased eur mn eur mn,positive
1683,customer satisfied basware invoice automation solution extends implementation new geographies,positive
1684,operating profit net sales month period increased respectively eur eur compared financial year,positive
1685,value firm forestry holdings increased sek bn,positive
1686,operating profit totaled eur mn eur mn,positive
1687,finnish metal industry solutions supplier outotec oyj net profit rose mln euro mln first nine months mln euro mln period,positive
1688,mika stahlberg vp f secure labs said excited proud f secure recognized av comparatives product year,positive
1689,aim annual improvement ruukki construction operating profit eur million usd starting,positive
1690,september finnish waste management recycling company lassila tikanoja expands operations russia introducing recently completed recycling plant city dubna near moscow,positive
1691,finnish silicon wafers manufacturer okmetic oyj said swung net profit mln euro mln first nine months net loss mln euro mln year earlier,positive
1692,earnings per share eps amounted eur loss eur,positive
1693,revenue july september grew percent euro million year earlier company said thursday,positive
1694,robust growth result inclusion clothing chain lindex group december,positive
1695,finnish silicon wafer technology company okmetic oyj omx helsinki okm v reported thursday august operating profit eur period january june eur corresponding period,positive
1696,mn pretax profit eur mn eur mn third quarter,positive
1697,economic occupancy rate sponda property portfolio rose,positive
1698,last year company raised turnover approximately million litas eur mln million litas,positive
1699,due rapid expansion market share tallink terms passenger carriage tallinna sadam port tallinn totaled percent november percent november,positive
1700,finnish dental care group oral hammaslaakarit oyj posted total net profit euro mln first nine months versus net loss euro period,positive
1701,operating profit turnover six month period increased respectively eur eur compared corresponding period,positive
1702,operating profit excluding restructuring costs grew eur million eur million operating profit including restructuring costs showed even larger growth eur million eur million,positive
1703,profit taxes eur mn compared eur mn previous year,positive
1704,end review period nordic aluminium order book stood eur mn compared eur,positive
1705,operating profit rose eur mn eur mn,positive
1706,efficiency improvement measures january finnish stationery gift retailer tiimari hel tii v said today continue improve operational efficiency focusing profitable core operations,positive
1707,finnish pharmaceuticals company orion reports profit taxes eur mn third quarter eur mn corresponding period,positive
1708,reporting period company operating profit grew eur million,positive
1709,finnish metso paper awarded contract rebuild sabah forest industries sfi pulp mill sabah malaysia,positive
1710,lining stone sales also good early autumn order books strong end year,positive
1711,according finnish metso minerals value company orders gone eur bn months,positive
1712,first quarter mark to market result pretax profit eur million versus loss eur million period last year,positive
1713,trend sports leisure markets favorable first months year,positive
1714,helsinki afx retail wholesale group kesko reported net sales mln eur february increase pct year on year,positive
1715,olvi posted strong set figures first six months year,positive
1716,metso expects net sales increase comparable exchange rates,positive
1717,loss third quarter eur mn smaller loss second quarter,positive
1718,cet monday shares bavarian nordic climbed dkk stock exchange copenhagen lost past month,positive
1719,net sales rose year on year eur number chargers delivered went million pieces,positive
1720,vacon cash flow operations grew eur mn eur mn year ago,positive
1721,operating profit net sales six month period increased respectively eur eur compared corresponding period,positive
1722,kesko car import retailing business vv auto saw sales grow pct,positive
1723,olvi expects sales market share increase first quarter,positive
1724,finnish silicon wafer technology company okmetic oyj omx helsinki okm v reported thursday october operating profit eur january september eur corresponding period,positive
1725,unit costs flight operations fell percent,positive
1726,finnish metal products company componenta oyj net profit rose mln euro mln first quarter mln euro mln period,positive
1727,finnish steel maker rautaruukki oyj hel rtrks ruukki said today net loss contracted eur million usd first nine months eur million period year ago,positive
1728,section regional news demand finnair asian traffic measured passenger kilometers august compare last year,positive
1729,olvi controls percent stake ragutis le coq said annual report published earlier year lithuanian brewery sales reached million euros last year rise percent million euros,positive
1730,pretax profit rose eur mn eur corresponding period,positive
1731,operating profit totalled eur mn loss eur mn fourth quarter,positive
1732,finnish metal products company componenta oyj hel cth v said today net loss narrowed eur usd last quarter eur million period year earlier,positive
1733,digia said consolidated net sales january june eur period eur,positive
1734,earnings per share higher year ahead market consensus eur,positive
1735,however net sales seen grown eur eur,positive
1736,viking line cargo revenue increased eur mn cargo volume increased cargo units,positive
1737,jarmo honkamaa head oil refining business neste oil says situation looks promising viewpoint,positive
1738,profit period increased eur mn eur mn,positive
1739,biohit already services many current genesis customers customer base expected expand result agreement,positive
1740,savon koulutuskuntayhtyma finland based company awarded contract specialist agricultural forestry machinery,positive
1741,q may finnish electrical components maker salcomp oy hel sal v said today turned net profit eur first quarter versus loss eur m corresponding period last year,positive
1742,ruukki forecast annual sales growth positive pretax result,positive
1743,operating profit totaled eur mn eur mn,positive
1744,helsinki thomson financial kone said four orders saudi arabia united arab emirates qatar worth mln eur,positive
1745,diluted loss per share narrowed eur eur,positive
1746,operating profit rose eur mn eur mn,positive
1747,according nordic financial group nordea analyst sami sarkamies makes nokia portfolio competitive,positive
1748,january september group net sales continuing operations rose eur mn eur mn corresponding period,positive
1749,net income life insurance doubled eur mn eur mn net income non life insurance rose eur mn eur mn corresponding period,positive
1750,operating profit net sales month period increased respectively eur eur compared,positive
1751,october finnish wood products technology supplier raute oyj hel rutav said today swung net profit eur m first nine months versus net loss eur period year earlier,positive
1752,operating profit totaled eur mn compared eur mn corresponding period,positive
1753,sales climbed pct bln eur surpassing mln eur consensus figure,positive
1754,appointment kaupthing bank aims co ordinate capital markets activities within group improve overall service clients,positive
1755,sales risen export markets,positive
1756,fair value company investment properties grew eur billion end march eur million year ago,positive
1757,passenger related revenue rose eur mn eur mn,positive
1758,diluted earnings per share eps rose eur eur,positive
1759,finnish cutlery hand tools maker fiskars oyj abp hel fisas said today net profit rose eur million usd third quarter eur million year earlier,positive
1760,restructuring creates efficient organization increased operational focus stable profitability leads efficient production said bo annvik head specialty stainless,positive
1761,raisio bid buy glisten win win deal companies chairman uk snacks firm told just food today february,positive
1762,finland based elcoteq se privately held provider electronics manufacturing services communications companies said thursday signed long term manufacturing supply deal communications equipment company andrew corp,positive
1763,new partnership agreement represents significant milestone parties,positive
1764,new factory working model reorganisations would decrease nokian tyres costs factory eur million usd,positive
